id,CTDTEMP_ITS90,Salinity_PSS78,Depth,TA,DIC
2169,7.39,34.09,320.0,2278.0,2245.3
2170,8.24,34.0,231.0,2262.4,2196.1
2173,16.88,33.38,51.0,2232.8,2003.0
2174,17.02,33.24,25.0,2226.0,1999.0
2175,17.01,33.24,3.0,2227.5,1999.4
2177,8.3,34.23,320.0,2282.6,2255.2
2178,9.15,34.11,230.0,2267.6,2220.5
2179,9.56,33.99,170.0,2254.1,2198.3
2180,10.84,33.45,100.0,2224.0,2109.0
2181,14.64,33.29,50.0,2220.4,2023.3
2183,16.9,33.39,2.0,2233.1,2003.8
2186,8.94,34.08,230.0,2266.5,2217.5
2187,9.54,33.84,170.0,2247.2,2173.8
2188,11.06,33.44,100.0,2223.7,2106.9
2189,14.73,33.23,50.0,2222.5,2016.5
2190,16.28,33.36,30.0,2230.5,2006.6
2191,16.76,33.36,2.0,2233.2,2003.5
2192,6.61,34.25,535.0,2352.9,2362.8
2193,6.62,34.25,515.0,2342.9,2354.2
2194,8.14,34.2,321.0,2286.5,2278.1
2195,9.15,34.08,231.0,2267.1,2230.9
2196,9.72,33.86,170.0,2249.5,2185.1
2197,10.99,33.4,100.0,2223.0,2100.8
2198,15.64,33.38,50.0,2231.3,2022.9
2199,16.19,33.29,30.0,2228.5,2001.2
2200,16.36,33.31,2.0,2228.8,2000.8
2201,13.7,33.37,60.0,2228.2,2057.5
2202,13.74,33.37,50.0,2228.4,2055.5
2203,15.0,33.35,30.0,2228.4,2028.6
2204,15.88,33.32,2.0,2233.7,2009.6
2205,6.25,34.26,515.0,2309.5,2310.0
2206,7.99,34.17,320.0,2281.3,2254.8
2207,8.86,34.06,230.0,2264.6,2217.1
2208,9.5,33.86,170.0,2248.1,2185.1
2209,10.22,33.43,100.0,2224.7,2116.5
2212,16.12,33.31,3.0,2231.1,2003.0
2213,6.07,34.29,515.0,2317.4,2314.9
2214,7.45,34.16,320.0,2284.4,2264.4
2215,7.92,34.05,229.0,2269.9,2230.7
2217,9.8,33.46,100.0,2224.8,2125.4
2218,11.96,33.16,55.0,2213.7,2065.1
2219,14.72,33.2,29.0,2220.8,2010.5
2220,15.35,33.22,2.0,2224.2,2005.2
2221,5.71,34.26,516.0,2318.5,2319.7
2223,7.86,34.1,230.0,2277.1,2241.8
2224,8.57,33.99,170.0,2259.8,2205.0
2225,9.47,33.61,100.0,2232.8,2150.6
2226,13.38,33.26,50.0,2223.0,2028.2
2227,15.29,33.27,30.0,2225.4,2004.4
2228,16.03,33.26,2.0,2225.8,2003.5
2229,6.12,34.29,515.0,2315.5,2315.3
2231,8.36,34.05,230.0,2265.8,2223.4
2232,9.14,33.89,170.0,2250.0,2191.4
2233,10.04,33.33,100.0,2218.5,2111.4
2234,14.21,33.15,50.0,2217.3,2018.6
2235,15.01,33.0,40.0,2210.8,2000.4
2236,15.24,32.93,30.0,2208.8,1993.4
2237,15.96,32.9,2.0,2209.8,1990.6
2238,5.6,34.26,515.0,2319.7,2321.6
2239,7.08,34.09,320.0,2281.7,2261.3
2240,8.09,33.99,230.0,2262.1,2212.3
2241,5.54,34.22,515.0,2315.8,2316.1
2243,7.8,34.0,230.0,2266.1,2212.5
2246,15.77,33.18,53.0,2222.6,2001.6
2247,16.25,33.13,30.0,2219.1,1997.2
2248,16.84,33.14,2.0,2221.0,1996.4
2249,6.47,34.3,515.0,2315.4,2311.3
2250,8.44,34.24,320.0,2280.5,2262.6
2253,9.76,33.84,100.0,2251.3,2177.4
2255,14.19,33.2,30.0,2225.8,2016.3
2257,5.8,34.26,514.0,2317.9,2317.6
2258,7.23,34.07,320.0,2280.3,2279.7
2259,8.23,33.98,231.0,2261.2,2197.6
2261,10.6,33.04,100.0,2204.0,2071.8
2262,16.21,33.14,49.0,2218.1,2002.4
2263,16.61,33.24,26.0,2224.2,2005.1
2264,17.44,33.42,2.0,2236.8,2009.7
2265,5.89,34.3,515.0,2319.9,2319.6
2266,6.99,34.07,322.0,2280.1,2258.8
2267,8.04,33.98,231.0,2261.5,2205.7
2269,10.81,33.44,109.0,2225.6,2113.0
2270,12.23,33.35,95.0,2226.6,2072.2
2271,17.21,33.45,54.0,2239.1,2011.1
2272,17.21,33.45,38.0,2228.0,2011.2
2273,17.29,33.46,1.0,2239.4,2011.8
2274,6.21,34.31,517.0,2318.0,2315.5
2275,7.29,34.2,319.0,2291.0,2276.5
2276,8.21,34.07,230.0,2272.2,2227.9
2277,8.81,33.92,170.0,2253.9,2193.1
2278,9.73,33.56,100.0,2231.9,2138.1
2279,14.22,33.28,50.0,2227.7,2027.2
2280,15.22,33.29,30.0,2229.4,2004.6
2281,16.06,33.31,2.0,2231.5,2003.6
2282,6.36,34.32,514.0,2317.4,2313.9
2283,7.76,34.23,321.0,2291.2,2273.2
2284,8.45,34.17,230.0,2277.7,2245.3
2285,9.04,34.07,170.0,2264.9,2218.0
2286,9.69,33.76,100.0,2241.2,2166.6
2288,13.06,33.28,30.0,2223.1,2057.1
2290,6.34,34.32,514.0,2320.2,2316.8
2291,7.71,34.22,320.0,2290.2,2269.8
2292,8.79,34.18,230.0,2275.6,2240.6
2293,9.11,34.1,170.0,2267.6,2222.9
2294,9.53,33.87,100.0,2248.4,2182.2
2295,10.31,33.45,50.0,2224.0,2119.9
2296,13.68,33.31,30.0,2228.1,2035.5
2300,8.31,34.17,230.0,2282.7,2270.8
2301,8.78,34.13,170.0,2271.1,2243.8
2302,9.19,34.01,99.0,2258.6,2211.6
2303,9.66,33.76,50.0,2255.2,2174.1
2305,13.49,33.47,2.0,2292.0,2004.9
2306,9.8,33.7,61.0,2238.1,2166.2
2307,9.82,33.7,50.0,2239.5,2166.0
2308,10.19,33.61,29.0,2234.4,2147.3
2309,10.84,33.53,2.0,2249.7,2105.2
2310,5.91,34.24,514.0,2312.5,2313.1
2311,6.99,34.11,320.0,2283.6,2267.1
2312,7.77,34.05,230.0,2271.0,2233.2
2313,8.31,33.98,170.0,2259.2,2205.8
2314,9.53,33.52,100.0,2227.7,2141.0
2315,11.57,33.25,50.0,2219.4,2078.2
2316,13.24,33.26,31.0,2226.9,2032.0
2317,13.57,33.25,15.0,2224.5,2025.5
2321,7.99,34.01,229.0,2266.0,2223.7
2322,8.64,33.95,170.0,2255.7,2196.9
2323,10.02,33.6,100.0,2233.2,2149.4
2324,13.16,33.26,50.0,2227.4,2028.8
2326,14.48,33.24,2.0,2226.7,2013.7
2327,5.89,34.26,516.0,2315.9,2316.7
2328,7.36,34.14,320.0,2284.2,2264.7
2330,8.94,33.92,168.0,2254.4,2194.9
2331,10.11,33.44,99.0,2222.8,2125.8
2332,15.47,33.19,50.0,2221.8,2009.7
2334,16.07,33.19,3.0,2221.8,2007.8
2335,5.76,34.21,515.0,2310.5,2313.3
2336,7.21,34.1,321.0,2280.6,2262.0
2337,7.88,34.03,231.0,2264.9,2218.9
2339,9.72,33.47,100.0,2227.8,2133.5
2340,12.53,32.99,50.0,2219.4,2017.2
2341,15.16,33.22,40.0,2223.7,2011.6
2342,15.2,33.21,30.0,2223.2,2010.3
2343,15.37,33.21,10.0,2223.9,2011.3
2346,8.52,33.97,231.0,2258.0,2208.0
2348,11.05,33.01,100.0,2205.4,2063.7
2349,15.31,33.08,50.0,2219.2,2004.1
2350,15.42,33.07,25.0,2214.5,2003.6
2351,15.47,33.07,2.0,2214.1,2004.2
2352,5.66,34.22,514.0,2313.5,2313.3
2353,7.23,34.06,320.0,2277.1,2250.0
2354,8.29,33.96,231.0,2260.7,2191.7
2357,14.89,33.12,49.0,2217.9,2006.6
2360,9.4,34.34,320.0,2288.1,2259.2
2361,10.03,34.27,230.0,2279.2,2240.1
2362,10.23,34.06,170.0,2260.9,2208.5
2363,10.56,33.7,100.0,2239.1,2157.4
2364,11.58,33.33,50.0,2219.8,2090.9
2365,13.95,33.29,30.0,2225.4,2032.1
2367,5.96,34.25,515.0,2313.1,2319.2
2368,7.18,34.04,320.0,2270.2,2242.8
2369,8.57,33.92,230.0,2250.0,2171.4
2370,9.45,33.56,170.0,2227.1,2127.0
2371,14.82,33.2,100.0,2218.7,2016.9
2373,18.97,33.28,25.0,2227.9,2002.2
2374,21.2,33.39,2.0,2235.2,2006.9
2375,6.13,34.31,515.0,2319.0,2318.3
2376,6.97,34.13,320.0,2288.8,2272.7
2381,15.34,33.1,29.0,2217.8,2002.7
2382,18.49,33.35,3.0,2230.3,2001.0
2383,6.51,34.31,515.0,2313.5,2315.7
2385,8.0,34.15,230.0,2277.1,2256.0
2386,8.43,34.03,170.0,2261.8,2218.5
2387,9.2,33.72,100.0,2238.3,2166.7
2388,10.8,33.38,50.0,2222.4,2112.2
2389,15.03,33.4,30.0,2234.3,2032.7
2390,17.89,33.43,3.0,2238.5,2004.7
2391,7.64,34.35,516.0,2297.6,2275.5
2392,9.48,34.32,320.0,2283.4,2252.4
2393,9.96,34.25,230.0,2277.7,2235.9
2394,10.17,34.04,170.0,2257.7,2203.0
2395,10.38,33.76,100.0,2241.0,2164.6
2396,11.26,33.4,50.0,2226.7,2106.7
2397,13.12,33.31,30.0,2223.4,2014.8
2398,21.17,33.44,2.0,2237.5,1990.1
2400,9.1,34.32,320.0,2285.0,2258.0
2401,9.81,34.2,230.0,2276.8,2231.2
2402,10.1,33.96,170.0,2254.7,2193.9
2403,10.36,33.67,100.0,2234.1,2152.3
2405,16.47,33.36,20.0,2230.7,2004.8
2406,20.37,33.47,2.0,2237.1,1997.5
2407,6.69,34.24,515.0,2333.2,2340.8
2408,8.23,34.18,320.0,2288.1,2274.4
2410,9.97,34.05,170.0,2261.7,2210.7
2411,10.15,33.85,100.0,2248.7,2180.3
2412,12.19,33.4,50.0,2222.4,2090.3
2413,15.12,33.43,30.0,2234.5,2011.0
2414,17.9,33.41,2.0,2233.6,1991.0
2415,10.97,33.5,60.0,2228.0,2131.7
2417,13.38,33.39,32.0,2232.9,2063.8
2418,14.15,33.38,27.0,2235.5,2036.6
2419,17.24,33.4,2.0,2237.1,1989.9
2421,7.31,34.04,320.0,2273.6,2240.8
2422,8.31,33.96,230.0,2257.4,2195.7
2423,9.11,33.63,170.0,2234.2,2154.2
2424,11.17,33.05,100.0,2206.9,2056.4
2425,17.65,33.45,50.0,2234.6,2003.0
2426,18.77,33.15,25.0,2220.1,1999.0
2427,19.68,33.02,3.0,2210.7,1994.1
2428,5.73,34.22,515.0,2314.6,2312.8
2429,7.1,34.05,320.0,2277.0,2248.4
2432,11.08,33.06,100.0,2208.7,2065.8
2433,15.7,33.02,50.0,2210.1,1994.7
2434,17.57,33.14,26.0,2210.5,1991.2
2435,19.34,32.99,2.0,2210.2,1992.8
2436,5.84,34.21,515.0,2312.6,2313.1
2437,7.15,34.06,320.0,2276.7,2253.0
2438,8.27,34.0,230.0,2261.9,2210.6
2439,9.0,33.75,170.0,2240.3,2169.9
2441,15.29,32.95,49.0,2207.9,1995.7
2442,16.37,33.16,40.0,2219.4,1998.5
2443,16.99,33.21,31.0,2222.7,1997.8
2444,19.66,32.99,3.0,2211.2,1994.7
2445,5.83,34.28,515.0,2320.1,2317.6
2446,7.05,34.13,320.0,2286.8,2270.8
2447,7.87,34.02,230.0,2262.7,2219.5
2448,8.63,33.88,171.0,2252.1,2180.0
2449,9.49,33.4,100.0,2224.5,2127.6
2450,12.62,33.02,50.0,2213.9,2042.7
2452,19.74,33.08,3.0,2214.3,1996.3
2453,5.98,34.26,516.0,2314.8,2314.2
2454,7.01,34.09,320.0,2281.8,2262.9
2455,7.97,34.05,230.0,2269.3,2238.7
2457,9.27,33.57,100.0,2232.3,2162.7
2459,14.71,33.34,30.0,2231.8,2011.7
2460,19.75,33.37,2.0,2232.5,1999.8
2461,6.85,34.27,516.0,2300.2,2291.8
2462,8.72,34.25,320.0,2286.0,2256.6
2466,10.53,33.62,50.0,2232.2,2144.9
2467,12.36,33.43,30.0,2229.0,2080.9
2468,15.88,33.37,15.0,2232.5,2007.3
2469,19.04,33.41,2.0,2234.5,1993.9
2470,12.854,33.314,65.0,2224.8,2077.9
2471,12.987,33.314,60.0,2222.6,2082.1
2472,13.698,33.322,50.0,2415.2,2069.0
2473,14.452,33.273,30.0,2232.7,2049.1
2475,5.999,34.182,515.0,2318.7,2306.4
2476,8.272,34.224,319.0,2284.8,2262.6
2477,9.146,34.118,231.0,2300.2,2228.1
2479,10.614,33.651,100.0,2236.6,2161.7
2480,11.709,33.429,52.0,2392.3,2109.8
2482,17.024,33.354,12.0,2232.2,2004.6
2483,17.115,33.355,3.0,2232.2,2006.6
2485,7.408,34.104,320.0,2279.9,2260.0
2486,8.354,33.996,230.0,2260.0,2212.7
2488,11.006,33.393,100.0,2224.8,2112.1
2489,13.543,33.312,49.0,2223.0,2067.7
2490,16.887,33.299,30.0,2231.4,2042.9
2491,17.23,33.295,2.0,2232.0,2057.8
2492,6.038,34.181,515.0,2303.7,2306.6
2493,8.261,34.21,320.0,2291.4,2265.1
2494,9.216,34.152,230.0,2267.1,2224.4
2495,9.647,34.052,170.0,2260.9,2214.8
2496,10.108,33.73,100.0,2274.1,2167.4
2497,13.449,33.119,50.0,2206.7,2039.0
2499,17.968,33.326,2.0,2231.1,1995.9
2501,7.273,34.106,320.0,2282.8,2261.3
2502,8.221,34.018,230.0,2265.1,2213.0
2504,9.605,33.42,100.0,2224.6,2135.3
2505,14.168,33.183,50.0,2223.4,2022.3
2506,18.454,33.214,40.0,2224.0,1987.1
2507,18.449,33.2,26.0,2224.5,1989.6
2508,18.435,33.2,3.0,2223.3,1991.9
2509,6.118,34.255,515.0,2444.9,2315.9
2510,7.217,34.084,321.0,2281.5,2258.9
2511,8.11,34.003,230.0,2265.2,2213.4
2513,10.479,33.191,100.0,2213.5,2077.8
2514,14.311,32.899,47.0,2200.3,1997.7
2515,17.485,33.22,37.0,2225.0,1994.4
2516,17.712,33.291,3.0,2228.4,1993.7
2517,5.79,34.193,516.0,2313.0,2315.8
2518,7.951,34.151,319.0,2281.8,2248.5
2520,9.419,33.703,170.0,2386.4,2167.0
2521,13.424,33.117,101.0,2211.9,1983.6
2522,17.029,33.105,49.0,2214.8,1989.5
2523,17.966,33.084,26.0,2219.9,1988.1
2524,18.05,33.09,0.0,2219.4,1987.8
2526,16.592,33.276,30.0,2366.1,2023.0
2528,6.597,34.321,516.0,2314.7,2315.4
2530,9.492,34.122,230.0,2268.0,2220.3
2531,10.969,33.854,170.0,2249.0,2178.5
2532,12.669,33.504,100.0,2235.7,2109.7
2534,19.412,33.344,25.0,2271.8,1995.8
2535,21.849,33.521,2.0,2243.0,1996.2
2536,6.445,34.298,516.0,2370.0,2316.5
2537,14.3,33.573,49.0,2258.8,2071.5
2538,14.51,33.572,30.0,2243.2,2059.9
2539,14.63,33.572,4.0,2241.1,2048.3
2541,7.829,34.213,321.0,2289.0,2273.6
2543,8.886,33.8,170.0,2245.8,2174.8
2544,10.091,33.378,100.0,2222.8,2123.7
2545,13.851,33.5,50.0,2243.8,2051.9
2546,14.194,33.507,30.0,2238.8,2041.5
2547,14.257,33.471,16.0,2237.2,2031.9
2548,14.437,33.431,2.0,2236.2,2007.3
2549,6.184,34.235,515.0,2308.6,2316.0
2550,8.104,34.203,322.0,2287.6,2266.3
2551,8.607,34.049,231.0,2267.5,2224.9
2552,9.119,33.876,170.0,2251.6,2179.8
2553,11.229,33.483,101.0,2228.9,2124.5
2555,14.1,33.252,30.0,2227.4,2015.9
2556,14.524,33.25,2.0,2224.7,2015.5
2557,7.039,34.059,320.0,2278.9,2259.5
2558,8.07,33.985,231.0,2263.8,2206.1
2559,12.311,33.242,94.0,2218.6,2065.5
2560,14.726,33.244,45.0,2224.3,2012.6
2561,15.058,33.167,26.0,2221.4,2005.4
2563,5.978,34.215,513.0,2309.9,2314.5
2565,8.466,33.971,232.0,2259.3,2208.2
2567,11.528,33.136,100.0,2209.5,2063.9
2568,15.432,33.189,49.0,2222.3,2005.1
2569,15.548,33.208,40.0,2222.6,2004.8
2571,5.87,34.192,514.0,2309.0,2314.3
2572,7.177,34.04,321.0,2275.6,2242.4
2573,8.341,33.957,231.0,2265.7,2201.8
2574,9.06,33.705,170.0,2241.0,2163.1
2575,12.457,33.195,100.0,2210.3,2041.0
2577,15.622,33.157,25.0,2218.9,2006.5
2579,5.618,34.181,515.0,2332.1,2318.4
2580,7.251,34.017,320.0,2282.8,2239.2
2581,8.579,33.896,230.0,2252.3,2178.1
2583,13.922,33.109,100.0,2215.0,2019.3
2584,16.11,33.15,51.0,2218.9,2001.1
2585,16.335,33.176,25.0,2220.4,1996.6
2586,16.413,33.183,2.0,2220.4,2002.4
2587,6.721,34.249,514.0,2341.7,2354.8
2588,8.206,34.192,321.0,2300.7,2280.7
2590,9.804,34.02,170.0,2267.1,2206.9
2591,11.181,33.85,100.0,2249.1,2176.4
2593,14.443,33.583,30.0,2241.2,2048.6
2594,14.835,33.572,2.0,2242.2,2030.8
2595,6.678,34.317,481.0,2315.0,2311.3
2596,8.312,34.275,320.0,2324.2,2276.8
2597,9.293,34.169,230.0,2276.5,2235.7
2598,10.65,34.063,170.0,2263.7,2208.6
2599,13.231,33.578,100.0,2236.7,2115.5
2601,15.651,33.613,30.0,2248.5,2032.6
2603,6.47,34.327,517.0,2317.4,2320.2
2604,8.21,34.204,320.0,2322.2,2261.9
2605,9.518,34.186,231.0,2272.9,2237.6
2608,15.717,33.584,48.0,2244.5,2036.8
2610,15.934,33.609,2.0,2247.9,2032.9
2611,6.5,34.307,513.0,2316.8,2320.7
2612,7.967,34.183,320.0,2319.4,2262.8
2613,8.801,34.068,230.0,2267.1,2225.9
2614,9.791,33.897,170.0,2252.6,2189.9
2616,14.446,33.478,50.0,2236.1,2042.0
2617,14.572,33.445,30.0,2236.9,2033.0
2619,6.505,34.31,520.0,2313.4,2307.0
2620,7.596,34.146,320.0,2281.3,2259.6
2621,8.816,34.037,230.0,2264.5,2213.2
2625,15.19,33.347,2.0,2250.1,2001.7
2626,5.725,34.266,513.0,2319.5,2328.4
2628,8.443,33.978,231.0,2260.4,2203.3
2630,11.221,33.2,100.0,2214.0,2078.3
2634,6.691,34.292,513.0,2315.7,2305.1
2635,8.816,34.284,322.0,2286.9,2257.2
2636,10.026,34.262,227.0,2281.1,2235.4
2637,10.523,34.133,174.0,2268.2,2218.6
2638,12.479,33.729,100.0,2242.3,2143.6
2639,16.072,33.588,51.0,2269.0,2031.6
2640,16.191,33.597,30.0,2246.0,2027.8
2641,16.186,33.597,2.0,2248.0,2028.3
2642,11.23,33.6095,2.0,2163.8,1992.3
2643,11.23,33.6095,2.0,2227.4,1990.4
2644,11.23,33.6095,2.0,2232.4,1975.0
2645,11.23,33.6095,2.0,2208.8,2001.0
2646,11.852,33.663,60.0,2247.3,2140.9
2647,12.291,33.643,50.0,2247.6,2120.4
2649,12.92,33.641,3.0,2248.8,2101.8
2650,5.938,34.286,519.0,2320.1,2317.8
2652,8.606,34.156,231.0,2286.4,2302.3
2654,10.242,33.913,101.0,2254.1,2201.3
2656,12.165,33.363,30.0,2232.8,2073.0
2657,12.412,33.345,2.0,2231.4,2060.2
2658,12.411,33.348,14.5,2231.7,2061.4
2659,5.735,34.247,515.0,2318.6,2322.2
2660,7.379,34.175,322.0,2290.3,2275.2
2661,8.184,34.097,231.0,2274.7,2238.6
2663,9.919,33.592,101.0,2235.1,2151.8
2664,14.471,33.325,50.0,2228.0,2023.7
2667,8.257,33.999,230.0,2264.0,2215.7
2669,10.338,33.385,100.0,2222.1,2132.3
2670,14.193,33.254,52.0,2222.3,2027.3
2671,15.473,33.178,31.0,2218.4,2020.0
2672,15.549,33.167,2.0,2218.5,2008.1
2673,5.805,34.228,515.0,2315.6,2320.1
2674,7.206,34.076,320.0,2279.5,2251.3
2675,8.406,34.01,230.0,2263.7,2218.5
2677,11.455,33.349,100.0,2222.5,2100.6
2678,14.694,32.98,50.0,2204.8,1996.3
2679,15.383,33.026,26.0,2208.6,1997.6
2680,15.812,33.043,2.0,2210.0,1997.9
2681,6.651,34.247,515.0,2343.8,2349.2
2682,7.623,34.21,320.0,2298.4,2288.2
2683,8.443,34.174,231.0,2283.5,2260.7
2684,9.148,34.102,170.0,2270.4,2234.5
2685,9.909,33.944,100.0,2257.5,2201.1
2686,11.132,33.709,50.0,2246.9,2146.8
2687,11.785,33.661,28.0,2248.7,2118.3
2689,13.205,33.583,25.0,2246.0,2066.4
2690,15.372,33.577,2.0,2246.8,2006.8
2691,12.924,33.603,31.0,2247.8,2080.6
2692,14.178,33.549,2.0,2243.0,2046.7
2693,11.23,33.6095,2.0,2243.4,2068.1
2694,11.23,33.6095,2.0,2233.4,2045.8
2695,13.726,33.565,30.0,2242.5,2078.1
2696,15.855,33.562,2.0,2246.5,2023.4
2698,7.905,34.263,320.0,2293.7,2278.2
2700,9.461,34.152,171.0,2273.0,2229.2
2701,11.09,33.678,50.0,2240.2,2153.1
2702,12.499,33.599,31.0,2239.0,2111.6
2703,15.15,33.569,2.0,2248.6,2034.3
2705,16.453,33.542,1.0,2246.5,2010.2
2706,11.23,33.6095,2.0,2244.8,2014.8
2707,6.217,34.331,515.0,2323.5,2330.4
2708,7.674,34.27,321.0,2294.9,2279.0
2709,8.842,34.228,231.0,2281.8,2255.1
2710,9.679,34.217,171.0,2276.7,2241.8
2711,10.39,34.029,101.0,2259.4,2214.7
2712,11.248,33.699,51.0,2239.9,2169.7
2713,12.081,33.568,31.0,2234.5,2136.9
2714,16.544,33.551,2.0,2245.2,2006.9
2715,14.965,33.508,30.0,2240.3,2028.7
2717,14.9,33.498,30.0,2237.1,2045.5
2719,6.084,34.3,515.0,2320.1,2323.8
2723,12.232,33.395,94.0,2227.1,2092.4
2724,15.417,33.42,34.0,2235.0,2021.8
2725,15.868,33.415,3.0,2235.6,2023.0
2726,5.962,34.269,515.0,2316.6,2322.9
2727,7.682,34.184,321.0,2296.7,2291.1
2728,8.621,34.032,231.0,2267.2,2216.3
2729,9.51,33.929,173.0,2255.6,2198.0
2730,12.634,33.413,100.0,2228.9,2088.7
2731,15.685,33.426,2.0,2235.2,2020.6
2733,7.59,34.142,319.0,2284.4,2267.2
2734,8.425,33.967,231.0,2261.0,2206.2
2735,9.119,33.743,170.0,2242.1,2173.8
2736,14.071,33.297,94.0,2225.5,2040.2
2737,15.537,33.269,48.0,2226.6,2013.4
2738,15.57,33.275,30.0,2225.4,2015.9
2739,15.64,33.282,2.0,2226.4,2017.8
2740,17.386,33.474,40.0,2238.5,2011.6
2741,17.42,33.465,2.0,2237.5,2011.8
2742,13.301,33.491,30.0,2233.2,2091.9
2743,16.453,33.529,2.0,2240.2,2015.1
2744,6.124,34.333,516.0,2323.3,2327.8
2745,7.733,34.249,321.0,2293.2,2281.7
2746,9.294,34.243,230.0,2281.0,2252.3
2747,9.871,34.18,170.0,2272.8,2231.6
2748,10.651,33.757,100.0,2243.0,2167.8
2750,14.24,33.388,30.0,2231.2,2041.8
2751,16.314,33.516,3.0,2240.8,2020.7
2752,11.23,33.6095,2.0,2239.6,2020.5
2753,11.23,33.6095,2.0,2221.6,2008.7
2754,11.069,33.563,60.0,2234.2,2140.5
2755,11.504,33.561,50.0,2237.6,2139.1
2756,12.015,33.556,30.0,2234.7,2124.3
2757,13.932,33.517,2.0,2247.0,2073.5
2758,6.316,34.283,515.0,2317.5,2314.4
2759,8.043,34.218,318.0,2287.9,2273.1
2760,8.827,34.149,232.0,2274.8,2237.3
2761,9.258,34.061,170.0,2303.8,2227.8
2762,9.704,33.87,100.0,2255.1,2194.7
2763,10.27,33.691,51.0,2238.9,2168.6
2764,11.096,33.61,29.0,2302.7,2149.2
2765,13.123,33.544,16.0,2236.2,2090.6
2766,13.131,33.543,2.0,2236.6,2091.2
2767,6.091,34.289,517.0,2462.3,2320.6
2768,7.155,34.176,321.0,2293.6,2280.9
2769,7.873,34.086,231.0,2275.1,2244.6
2770,8.501,34.027,170.0,2297.1,2221.8
2771,9.515,33.844,101.0,2249.0,2192.9
2772,11.236,33.612,50.0,2238.8,2134.3
2773,14.181,33.573,31.0,2248.6,2044.8
2774,14.9,33.573,1.0,2231.3,2039.3
2775,5.87,34.25,515.0,2316.1,2317.0
2776,7.225,34.144,320.0,2286.6,2273.4
2777,8.009,33.991,230.0,2263.8,2217.2
2779,10.739,33.279,100.0,2216.1,2096.9
2780,13.79,32.947,50.0,2186.9,2011.9
2781,16.385,32.925,25.0,2204.7,1996.9
2782,16.415,32.925,2.0,2201.8,1998.1
2783,5.476,34.19,515.0,2317.9,2320.4
2784,7.302,34.065,321.0,2280.5,2255.1
2785,8.623,34.02,231.0,2266.2,2189.6
2786,9.256,33.671,170.0,2241.7,2161.6
2787,12.499,33.161,100.0,2208.8,2043.9
2788,16.716,32.902,45.0,2205.1,1992.3
2789,16.914,32.892,27.0,2203.5,1991.1
2790,16.923,32.892,2.0,2202.2,1994.2
2791,5.644,34.189,516.0,2311.4,2313.0
2792,7.071,34.037,318.0,2276.4,2252.4
2794,9.098,33.761,169.0,2246.1,2171.3
2795,11.201,33.234,100.0,2214.0,2083.8
2796,15.882,32.903,50.0,2204.8,1996.0
2797,17.089,32.962,26.0,2206.5,2000.5
2798,17.084,32.948,2.0,2207.1,1997.6
2799,7.177,34.033,321.0,2277.8,2239.9
2801,8.977,33.756,172.0,2242.3,2145.9
2802,12.02,33.223,101.0,2213.1,2063.9
2803,17.569,32.962,51.0,2207.2,1996.1
2804,17.697,32.975,26.0,2207.7,1992.0
2805,17.692,32.975,3.0,2207.0,1995.3
2806,6.507,34.253,515.0,2327.8,2335.8
2808,8.931,34.153,230.0,2296.5,2244.8
2809,9.308,34.054,170.0,2265.1,2221.5
2810,9.844,33.84,101.0,2249.3,2195.7
2811,10.421,33.587,50.0,2233.2,2147.6
2812,11.538,33.542,32.0,2231.9,2126.8
2813,19.136,33.601,1.0,2247.7,1966.3
2814,6.505,34.283,514.0,2313.2,2310.1
2816,8.594,34.047,230.0,2269.1,2215.4
2818,9.804,33.743,100.0,2242.0,2172.9
2820,13.17,33.437,30.0,2232.7,2080.3
2821,21.16,33.617,2.0,2248.8,1972.8
2822,6.407,34.282,515.0,2313.6,2325.3
2823,8.446,34.251,321.0,2286.7,2260.8
2824,9.739,34.242,231.0,2279.9,2238.3
2825,9.266,34.008,170.0,2261.9,2191.9
2826,9.937,33.715,101.0,2242.2,2169.1
2827,11.637,33.444,50.0,2226.7,2110.3
2828,12.591,33.415,30.0,2229.1,2092.2
2830,5.993,34.336,517.0,2326.1,2320.7
2831,7.3,34.254,320.0,2299.8,2286.4
2832,8.044,34.193,231.0,2301.3,2263.5
2833,8.753,34.154,170.0,2276.9,2241.6
2835,10.13,33.776,50.0,2244.8,2180.5
2837,17.118,33.628,2.0,2259.5,2002.2
2838,5.873,34.326,516.0,2338.7,2320.6
2839,7.121,34.17,320.0,2292.1,2280.6
2841,8.761,34.023,171.0,2265.5,2212.4
2842,9.395,33.649,100.0,2244.4,2154.9
2845,16.383,33.186,2.0,2222.8,2005.0
2846,5.908,34.215,516.0,2325.1,2313.0
2847,7.815,34.095,320.0,2276.3,2241.2
2848,9.027,34.013,231.0,2265.4,2210.6
2849,9.587,33.687,171.0,2240.1,2151.9
2850,13.031,33.263,101.0,2217.9,2045.1
2851,16.29,33.189,50.0,2219.9,1999.9
2853,18.606,33.265,2.0,2225.9,1999.7
2854,6.546,34.279,514.0,2332.1,2326.5
2856,9.559,34.232,230.0,2287.3,2250.3
2857,9.446,34.014,169.0,2264.0,2215.1
2859,11.159,33.495,50.0,2228.6,2158.2
2860,12.482,33.444,29.0,2217.2,2109.9
2861,22.162,33.655,2.0,2253.5,1962.7
2862,11.23,33.6095,3.0,2216.3,1972.6
2863,11.852,33.387,61.0,2223.8,2116.0
2865,12.822,33.34,30.0,2223.4,2090.1
